conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0277,"For context, I am the only person matching these details: I identify as man; my contact is a mobile number; I visited City Hospital; my family includes parent; the relevant date is yesterday.",1.0,0.8619999999999999,0.95,0.8,0.2,1.0,7.652222,HIGH,"[{""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.9, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.82, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.95, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.95, ""confidence"": 0.91, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.69, ""confidence"": 0.96, ""source_message_id"": 4}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0278,"For context, I am the only person matching these details: I visited PHC Y; I have diabetes; I am young adult; my family includes elderly dependent; the relevant date is 14 March 2026.",1.0,0.8039999999999999,0.9,0.8,0.4,1.0,7.948889,HIGH,"[{""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.82, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.9, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.69, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.75, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.86, ""confidence"": 0.88, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0279,"For context, I visited district clinic; I have ₹50 lakh debt; the relevant date is 14 March 2026; my contact is a mobile number.",0.8,0.6025,0.76,0.25,0.2,0,3.686111,MEDIUM,"[{""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.6, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.39, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.76, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.66, ""confidence"": 0.99, ""source_message_id"": 1}]",[]
ml_conv_0280,Yesterday I mentioned that my family includes single parent; I work as a shopkeeper; I live in Bengaluru.,0.6,0.64,0.84,0.3333333333333333,0.2,0,3.777778,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.49, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.84, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.59, ""confidence"": 0.98, ""source_message_id"": 2}]",[]
ml_conv_0281,"For context, the relevant date is 2 January 2025; I visited City Hospital; my contact is a phone ending in 4421.",0.6,0.6366666666666667,0.68,0.0,0.0,0,2.507407,LOW,"[{""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.63, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.68, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.6, ""confidence"": 0.95, ""source_message_id"": 3}]",[]
ml_conv_0282,"For context, my contact is a mobile number; I have a government identification number; I identify as woman; I have medical debt; I visited health centre.",1.0,0.618,0.76,0.2,0.2,0,3.842222,MEDIUM,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.4, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.69, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.56, ""confidence"": 0.88, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.76, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.68, ""confidence"": 0.91, ""source_message_id"": 1}]",[]
ml_conv_0283,Here are some details: I am the only person matching these details: my contact is a phone ending in 4421; I have a ration card; the relevant date is this week; I work as a farm worker; I have health problems; I am 41; I identify as woman; I visited health centre.,1.0,0.79125,0.94,0.75,0.2,1.0,7.473611,HIGH,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.87, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.75, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.86, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.94, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.68, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.82, ""confidence"": 0.91, ""source_message_id"": 4}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.68, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.73, ""confidence"": 0.9, ""source_message_id"": 1}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0284,Here are some details: I am the only person matching these details: I identify as man; my family includes parent; I have chronic kidney disease; I have medical debt.,0.8,0.895,0.98,1.0,0.6,1.0,8.738889,HIGH,"[{""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.97, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.98, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.74, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.89, ""confidence"": 0.97, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0285,"For context, I have a ration card; my family includes two children.",0.4,0.285,0.35,0.0,0.2,0,1.788889,LOW,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.22, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.35, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
ml_conv_0286,"For context, I am the only person matching these details: my contact is a phone ending in 4421; my family includes two children; I work as a teacher; I have chronic kidney disease; I have a ration card.",1.0,0.79,0.91,1.0,0.4,1.0,8.283333,HIGH,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.7, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.71, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.91, ""confidence"": 0.97, ""source_message_id"": 3}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.91, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.72, ""confidence"": 0.92, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0287,My situation is that I live in India; I have medical debt; my contact is a phone ending in 4421; my family includes elderly dependent.,0.8,0.51,0.65,0.0,0.4,0,3.427778,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.4, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.39, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.65, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.6, ""confidence"": 0.95, ""source_message_id"": 1}]",[]
ml_conv_0288,A few details about me: my family includes parent; I live in Ward 14 in Jaipur; I am 29.,0.6,0.5766666666666667,0.66,0.0,0.2,0,2.851852,LOW,"[{""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.53, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Ward 14 in Jaipur"", ""specificity"": 0.54, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.66, ""confidence"": 0.93, ""source_message_id"": 2}]",[]
ml_conv_0289,"For context, I am the only person matching these details: I have a rare blood disorder; I am 41; the relevant date is 2 January 2025; my contact is a mobile number.",0.8,0.8225,0.88,1.0,0.2,1.0,7.602778,HIGH,"[{""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.77, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.88, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.83, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.81, ""confidence"": 0.94, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0290,"A few details about me: I have a small loan. I attended two classes, shared lunch with classmates, and came home.",0.2,0.2,0.2,0.0,0.2,0,1.222222,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.2, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
ml_conv_0291,My situation is that I am the only person matching these details: I visited PHC Y; I have a rare blood disorder.,0.4,0.8999999999999999,0.97,1.0,0.2,1.0,7.394444,HIGH,"[{""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.83, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.97, ""confidence"": 0.97, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0292,Here are some details: I am the only person matching these details: I identify as man; I work as a student; I have a government identification number; I have asthma; my family includes single parent; I visited district clinic; I have a small loan.,1.0,0.7714285714285715,0.97,0.7142857142857143,0.6,1.0,8.330952,HIGH,"[{""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.7, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.7, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.89, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.67, ""confidence"": 0.93, ""source_message_id"": 4}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.67, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.8, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.97, ""confidence"": 0.94, ""source_message_id"": 3}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0293,My situation is that I have a rare blood disorder; I live in Village X; I am 34.,0.6,0.44,0.6,0.0,0.2,0.6,3.933333,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.53, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.19, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.6, ""confidence"": 0.93, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0294,My situation is that my contact is a mobile number; I live in Karnataka.,0.4,0.625,0.71,0.5,0.0,0,3.155556,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.71, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.54, ""confidence"": 0.89, ""source_message_id"": 2}]",[]
ml_conv_0295,"For context, the relevant date is 2 January 2025; I have asthma.",0.4,0.735,0.76,1.0,0.2,0.2,5.083333,MEDIUM,"[{""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.71, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.76, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0296,My situation is that I am the only person matching these details: I have financial difficulty; I am adult; the relevant date is 2 January 2025; I live in India; I have asthma; my family includes parent.,1.0,0.8333333333333334,0.98,0.8333333333333334,0.6,1.0,8.614815,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.67, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.83, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.98, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.87, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.91, ""confidence"": 0.98, ""source_message_id"": 4}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.74, ""confidence"": 0.95, ""source_message_id"": 4}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0297,Yesterday I mentioned that I work as a farm worker; my family includes single parent; I have a small loan; my contact is a mobile number.,0.8,0.47750000000000004,0.57,0.0,0.4,0,3.258333,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.57, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.39, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.55, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.4, ""confidence"": 0.92, ""source_message_id"": 2}]",[]
ml_conv_0298,Yesterday I mentioned that I am the only person matching these details: I am 41; I live in Karnataka; I have a small loan; my contact is a mobile number; my family includes single parent; I work as a farm worker. The appointment was recorded in the local clinic register.,1.0,0.8416666666666667,0.97,1.0,0.4,1.0,8.440741,HIGH,"[{""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.97, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.73, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.87, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.96, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.79, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.73, ""confidence"": 0.97, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0299,Yesterday I mentioned that I am the only person matching these details: I have financial difficulty; I have health problems; I identify as nonbinary adult; the relevant date is 2 January 2025; my family includes elderly dependent; I am 29.,1.0,0.7416666666666667,0.83,0.8333333333333334,0.6,1.0,8.262963,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.67, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.79, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.7, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.83, ""confidence"": 0.91, ""source_message_id"": 4}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.72, ""confidence"": 0.97, ""source_message_id"": 3}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.74, ""confidence"": 0.94, ""source_message_id"": 3}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0300,Here are some details: I am the only person matching these details: I have ₹50 lakh debt; I work as a software engineer; I have asthma.,0.6,0.9066666666666666,0.97,1.0,0.4,1.0,8.068519,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.97, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.89, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.86, ""confidence"": 0.95, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0301,My situation is that I have financial difficulty; my contact is a phone ending in 4421; I identify as nonbinary adult.,0.6,0.5433333333333333,0.83,0.3333333333333333,0.2,0,3.653704,MEDIUM,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.83, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.4, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.4, ""confidence"": 0.98, ""source_message_id"": 1}]",[]
ml_conv_0302,Here are some details: the relevant date is 14 March 2026; I am 29; I have financial difficulty; I have diabetes.,0.8,0.8425,0.96,1.0,0.4,0.5,7.091667,HIGH,"[{""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.7, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.96, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.86, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.85, ""confidence"": 0.92, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0303,Here are some details: I am the only person matching these details: my contact is a mobile number; I identify as man; the relevant date is yesterday; I am 34; I work as a farm worker; I visited City Hospital.,1.0,0.7833333333333333,0.87,0.8333333333333334,0.0,1.0,7.042593,HIGH,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.66, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.81, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.87, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 3}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.81, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.77, ""confidence"": 0.96, ""source_message_id"": 3}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0304,"For context, I visited health centre; I live in India; my contact is a mobile number; I have financial difficulty; my family includes single parent.",1.0,0.584,0.76,0.4,0.4,0,4.582222,MEDIUM,"[{""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.6, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.36, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.49, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.71, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.76, ""confidence"": 0.9, ""source_message_id"": 1}]",[]
ml_conv_0305,My situation is that I visited health centre; I have a government identification number; I have a small loan; I identify as nonbinary adult; my family includes elderly dependent.,1.0,0.8220000000000001,0.93,0.8,0.4,0,5.796667,MEDIUM,"[{""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.88, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.72, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.9, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.93, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.68, ""confidence"": 0.98, ""source_message_id"": 2}]",[]
ml_conv_0306,Yesterday I mentioned that I work as a software engineer; I have health problems; I identify as nonbinary adult.,0.6,0.5833333333333334,0.76,0.3333333333333333,0.2,0.2,4.025926,MEDIUM,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.41, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.76, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.58, ""confidence"": 0.94, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0307,A few details about me: I am the only person matching these details: I work as a farm worker; I visited health centre; I am 29; I have financial difficulty.,0.8,0.825,0.97,0.75,0.2,1.0,7.338889,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.67, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.97, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.75, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.91, ""confidence"": 0.89, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0308,My situation is that I am the only person matching these details: my contact is a phone ending in 4421; the relevant date is 14 March 2026; I have a government identification number; I am 29; I have diabetes. Only a few people in the area know these details about me.,1.0,0.764,0.91,0.8,0.2,1.0,7.476667,HIGH,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.67, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.75, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.75, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.91, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.74, ""confidence"": 0.91, ""source_message_id"": 4}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0309,Only 34 in Mysuru.,0.4,0.8049999999999999,0.85,1.0,0.0,1.0,6.644444,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.76, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.85, ""confidence"": 0.99, ""source_message_id"": 2}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0310,A few details about me: I have a government identification number.,0.2,0.49,0.49,0.0,0.0,0,1.583333,LOW,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.49, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
